id,cvegeo,nombre_entidad,nombre_municipio,code
2106,30004,Veracruz de Ignacio de la Llave,Actopan,VER
2107,30005,Veracruz de Ignacio de la Llave,Acula,VER
2108,30006,Veracruz de Ignacio de la Llave,Acultzingo,VER
2109,30007,Veracruz de Ignacio de la Llave,Camarón de Tejeda,VER
2110,30008,Veracruz de Ignacio de la Llave,Alpatláhuac,VER
2111,30009,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,VER
2112,30010,Veracruz de Ignacio de la Llave,Altotonga,VER
2113,30011,Veracruz de Ignacio de la Llave,Alvarado,VER
2114,30012,Veracruz de Ignacio de la Llave,Amatitlán,VER
2115,30013,Veracruz de Ignacio de la Llave,Naranjos Amatlán,VER
2116,30014,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,VER
2117,30015,Veracruz de Ignacio de la Llave,Angel R. Cabada,VER
2118,30016,Veracruz de Ignacio de la Llave,La Antigua,VER
2119,30017,Veracruz de Ignacio de la Llave,Apazapan,VER
2120,30018,Veracruz de Ignacio de la Llave,Aquila,VER
2121,30019,Veracruz de Ignacio de la Llave,Astacinga,VER
2122,30020,Veracruz de Ignacio de la Llave,Atlahuilco,VER
2123,30021,Veracruz de Ignacio de la Llave,Atoyac,VER
2124,30022,Veracruz de Ignacio de la Llave,Atzacan,VER
2125,30023,Veracruz de Ignacio de la Llave,Atzalan,VER
2126,30024,Veracruz de Ignacio de la Llave,Tlaltetela,VER
2127,30025,Veracruz de Ignacio de la Llave,Ayahualulco,VER
2128,30026,Veracruz de Ignacio de la Llave,Banderilla,VER
2129,30027,Veracruz de Ignacio de la Llave,Benito Juárez,VER
2130,30028,Veracruz de Ignacio de la Llave,Boca del Río,VER
2131,30029,Veracruz de Ignacio de la Llave,Calcahualco,VER
2132,30030,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,VER
2133,30031,Veracruz de Ignacio de la Llave,Carrillo Puerto,VER
2134,30032,Veracruz de Ignacio de la Llave,Catemaco,VER
2135,30033,Veracruz de Ignacio de la Llave,Cazones de Herrera,VER
2136,30034,Veracruz de Ignacio de la Llave,Cerro Azul,VER
2137,30035,Veracruz de Ignacio de la Llave,Citlaltépetl,VER
2138,30036,Veracruz de Ignacio de la Llave,Coacoatzintla,VER
2139,30037,Veracruz de Ignacio de la Llave,Coahuitlán,VER
2140,30038,Veracruz de Ignacio de la Llave,Coatepec,VER
2141,30039,Veracruz de Ignacio de la Llave,Coatzacoalcos,VER
2142,30040,Veracruz de Ignacio de la Llave,Coatzintla,VER
2143,30041,Veracruz de Ignacio de la Llave,Coetzala,VER
2144,30042,Veracruz de Ignacio de la Llave,Colipa,VER
2145,30043,Veracruz de Ignacio de la Llave,Comapa,VER
2146,30044,Veracruz de Ignacio de la Llave,Córdoba,VER
2147,30045,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,VER
2148,30046,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,VER
2149,30047,Veracruz de Ignacio de la Llave,Coscomatepec,VER
2150,30048,Veracruz de Ignacio de la Llave,Cosoleacaque,VER
2151,30049,Veracruz de Ignacio de la Llave,Cotaxtla,VER
2152,30050,Veracruz de Ignacio de la Llave,Coxquihui,VER
2153,30051,Veracruz de Ignacio de la Llave,Coyutla,VER
2154,30052,Veracruz de Ignacio de la Llave,Cuichapa,VER
2155,30053,Veracruz de Ignacio de la Llave,Cuitláhuac,VER
2156,30054,Veracruz de Ignacio de la Llave,Chacaltianguis,VER
2157,30055,Veracruz de Ignacio de la Llave,Chalma,VER
2158,30056,Veracruz de Ignacio de la Llave,Chiconamel,VER
2159,30057,Veracruz de Ignacio de la Llave,Chiconquiaco,VER
2160,30058,Veracruz de Ignacio de la Llave,Chicontepec,VER
2161,30059,Veracruz de Ignacio de la Llave,Chinameca,VER
2162,30060,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,VER
2163,30061,Veracruz de Ignacio de la Llave,Las Choapas,VER
2164,30062,Veracruz de Ignacio de la Llave,Chocamán,VER
2165,30063,Veracruz de Ignacio de la Llave,Chontla,VER
2166,30064,Veracruz de Ignacio de la Llave,Chumatlán,VER
2167,30065,Veracruz de Ignacio de la Llave,Emiliano Zapata,VER
2168,30066,Veracruz de Ignacio de la Llave,Espinal,VER
2169,30067,Veracruz de Ignacio de la Llave,Filomeno Mata,VER
2170,30068,Veracruz de Ignacio de la Llave,Fortín,VER
2171,30069,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,VER
2172,30070,Veracruz de Ignacio de la Llave,Hidalgotitlán,VER
2173,30071,Veracruz de Ignacio de la Llave,Huatusco,VER
2174,30072,Veracruz de Ignacio de la Llave,Huayacocotla,VER
2175,30073,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,VER
2176,30074,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,VER
2177,30075,Veracruz de Ignacio de la Llave,Ignacio de la Llave,VER
2178,30076,Veracruz de Ignacio de la Llave,Ilamatlán,VER
2179,30077,Veracruz de Ignacio de la Llave,Isla,VER
2180,30078,Veracruz de Ignacio de la Llave,Ixcatepec,VER
2181,30079,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,VER
2182,30080,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,VER
2183,30081,Veracruz de Ignacio de la Llave,Ixhuatlancillo,VER
2184,30082,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,VER
2185,30083,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,VER
2186,30084,Veracruz de Ignacio de la Llave,Ixmatlahuacan,VER
2187,30085,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,VER
2188,30086,Veracruz de Ignacio de la Llave,Jalacingo,VER
2189,30087,Veracruz de Ignacio de la Llave,Xalapa,VER
2190,30088,Veracruz de Ignacio de la Llave,Jalcomulco,VER
2191,30089,Veracruz de Ignacio de la Llave,Jáltipan,VER
2192,30090,Veracruz de Ignacio de la Llave,Jamapa,VER
2193,30091,Veracruz de Ignacio de la Llave,Jesús Carranza,VER
2194,30092,Veracruz de Ignacio de la Llave,Xico,VER
2195,30093,Veracruz de Ignacio de la Llave,Jilotepec,VER
2196,30094,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,VER
2197,30095,Veracruz de Ignacio de la Llave,Juchique de Ferrer,VER
2198,30096,Veracruz de Ignacio de la Llave,Landero y Coss,VER
2199,30097,Veracruz de Ignacio de la Llave,Lerdo de Tejada,VER
2200,30098,Veracruz de Ignacio de la Llave,Magdalena,VER
2201,30099,Veracruz de Ignacio de la Llave,Maltrata,VER
2202,30100,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,VER
2203,30101,Veracruz de Ignacio de la Llave,Mariano Escobedo,VER
2204,30102,Veracruz de Ignacio de la Llave,Martínez de la Torre,VER
2205,30103,Veracruz de Ignacio de la Llave,Mecatlán,VER
2206,30104,Veracruz de Ignacio de la Llave,Mecayapan,VER
2207,30105,Veracruz de Ignacio de la Llave,Medellín de Bravo,VER
2208,30106,Veracruz de Ignacio de la Llave,Miahuatlán,VER
2209,30107,Veracruz de Ignacio de la Llave,Las Minas,VER
2210,30108,Veracruz de Ignacio de la Llave,Minatitlán,VER
2211,30109,Veracruz de Ignacio de la Llave,Misantla,VER
2212,30110,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,VER
2213,30111,Veracruz de Ignacio de la Llave,Moloacán,VER
2214,30112,Veracruz de Ignacio de la Llave,Naolinco,VER
2215,30113,Veracruz de Ignacio de la Llave,Naranjal,VER
2216,30114,Veracruz de Ignacio de la Llave,Nautla,VER
2217,30115,Veracruz de Ignacio de la Llave,Nogales,VER
2218,30116,Veracruz de Ignacio de la Llave,Oluta,VER
2219,30117,Veracruz de Ignacio de la Llave,Omealca,VER
2220,30118,Veracruz de Ignacio de la Llave,Orizaba,VER
2221,30119,Veracruz de Ignacio de la Llave,Otatitlán,VER
2222,30120,Veracruz de Ignacio de la Llave,Oteapan,VER
2223,30121,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,VER
2224,30122,Veracruz de Ignacio de la Llave,Pajapan,VER
2225,30123,Veracruz de Ignacio de la Llave,Pánuco,VER
2226,30124,Veracruz de Ignacio de la Llave,Papantla,VER
2227,30125,Veracruz de Ignacio de la Llave,Paso del Macho,VER
2228,30126,Veracruz de Ignacio de la Llave,Paso de Ovejas,VER
2229,30127,Veracruz de Ignacio de la Llave,La Perla,VER
2230,30128,Veracruz de Ignacio de la Llave,Perote,VER
2231,30129,Veracruz de Ignacio de la Llave,Platón Sánchez,VER
2232,30130,Veracruz de Ignacio de la Llave,Playa Vicente,VER
2233,30131,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,VER
2234,30132,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,VER
2235,30133,Veracruz de Ignacio de la Llave,Pueblo Viejo,VER
2236,30134,Veracruz de Ignacio de la Llave,Puente Nacional,VER
2237,30135,Veracruz de Ignacio de la Llave,Rafael Delgado,VER
2238,30136,Veracruz de Ignacio de la Llave,Rafael Lucio,VER
2239,30137,Veracruz de Ignacio de la Llave,Los Reyes,VER
2240,30138,Veracruz de Ignacio de la Llave,Río Blanco,VER
2241,30139,Veracruz de Ignacio de la Llave,Saltabarranca,VER
2242,30140,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,VER
2243,30141,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,VER
2244,30142,Veracruz de Ignacio de la Llave,San Juan Evangelista,VER
2245,30143,Veracruz de Ignacio de la Llave,Santiago Tuxtla,VER
2246,30144,Veracruz de Ignacio de la Llave,Sayula de Alemán,VER
2247,30145,Veracruz de Ignacio de la Llave,Soconusco,VER
2248,30146,Veracruz de Ignacio de la Llave,Sochiapa,VER
2249,30147,Veracruz de Ignacio de la Llave,Soledad Atzompa,VER
2250,30148,Veracruz de Ignacio de la Llave,Soledad de Doblado,VER
2251,30149,Veracruz de Ignacio de la Llave,Soteapan,VER
2252,30150,Veracruz de Ignacio de la Llave,Tamalín,VER
2253,30151,Veracruz de Ignacio de la Llave,Tamiahua,VER
2254,30152,Veracruz de Ignacio de la Llave,Tampico Alto,VER
2255,30153,Veracruz de Ignacio de la Llave,Tancoco,VER
2256,30154,Veracruz de Ignacio de la Llave,Tantima,VER
2257,30155,Veracruz de Ignacio de la Llave,Tantoyuca,VER
2258,30156,Veracruz de Ignacio de la Llave,Tatatila,VER
2259,30157,Veracruz de Ignacio de la Llave,Castillo de Teayo,VER
2260,30158,Veracruz de Ignacio de la Llave,Tecolutla,VER
2261,30159,Veracruz de Ignacio de la Llave,Tehuipango,VER
2262,30160,Veracruz de Ignacio de la Llave,Álamo Temapache,VER
2263,30161,Veracruz de Ignacio de la Llave,Tempoal,VER
2264,30162,Veracruz de Ignacio de la Llave,Tenampa,VER
2265,30163,Veracruz de Ignacio de la Llave,Tenochtitlán,VER
2266,30164,Veracruz de Ignacio de la Llave,Teocelo,VER
2267,30165,Veracruz de Ignacio de la Llave,Tepatlaxco,VER
2268,30166,Veracruz de Ignacio de la Llave,Tepetlán,VER
2269,30167,Veracruz de Ignacio de la Llave,Tepetzintla,VER
2270,30168,Veracruz de Ignacio de la Llave,Tequila,VER
2271,30169,Veracruz de Ignacio de la Llave,José Azueta,VER
2272,30170,Veracruz de Ignacio de la Llave,Texcatepec,VER
2273,30171,Veracruz de Ignacio de la Llave,Texhuacán,VER
2274,30172,Veracruz de Ignacio de la Llave,Texistepec,VER
2275,30173,Veracruz de Ignacio de la Llave,Tezonapa,VER
2276,30174,Veracruz de Ignacio de la Llave,Tierra Blanca,VER
2277,30175,Veracruz de Ignacio de la Llave,Tihuatlán,VER
2278,30176,Veracruz de Ignacio de la Llave,Tlacojalpan,VER
2279,30177,Veracruz de Ignacio de la Llave,Tlacolulan,VER
2280,30178,Veracruz de Ignacio de la Llave,Tlacotalpan,VER
2281,30179,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,VER
2282,30180,Veracruz de Ignacio de la Llave,Tlachichilco,VER
2283,30181,Veracruz de Ignacio de la Llave,Tlalixcoyan,VER
2284,30182,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,VER
2285,30183,Veracruz de Ignacio de la Llave,Tlapacoyan,VER
2286,30184,Veracruz de Ignacio de la Llave,Tlaquilpa,VER
2287,30185,Veracruz de Ignacio de la Llave,Tlilapan,VER
2288,30186,Veracruz de Ignacio de la Llave,Tomatlán,VER
2289,30187,Veracruz de Ignacio de la Llave,Tonayán,VER
2290,30188,Veracruz de Ignacio de la Llave,Totutla,VER
2291,30189,Veracruz de Ignacio de la Llave,Tuxpan,VER
2292,30190,Veracruz de Ignacio de la Llave,Tuxtilla,VER
2293,30191,Veracruz de Ignacio de la Llave,Ursulo Galván,VER
2294,30192,Veracruz de Ignacio de la Llave,Vega de Alatorre,VER
2295,30193,Veracruz de Ignacio de la Llave,Veracruz,VER
2296,30194,Veracruz de Ignacio de la Llave,Villa Aldama,VER
2297,30195,Veracruz de Ignacio de la Llave,Xoxocotla,VER
2298,30196,Veracruz de Ignacio de la Llave,Yanga,VER
2299,30197,Veracruz de Ignacio de la Llave,Yecuatla,VER
2300,30198,Veracruz de Ignacio de la Llave,Zacualpan,VER
2301,30199,Veracruz de Ignacio de la Llave,Zaragoza,VER
2302,30200,Veracruz de Ignacio de la Llave,Zentla,VER
2303,30201,Veracruz de Ignacio de la Llave,Zongolica,VER
2304,30202,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,VER
2305,30203,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,VER
2306,30204,Veracruz de Ignacio de la Llave,Agua Dulce,VER
2307,30205,Veracruz de Ignacio de la Llave,El Higo,VER
2308,30206,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,VER
2309,30207,Veracruz de Ignacio de la Llave,Tres Valles,VER
2310,30208,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,VER
2311,30209,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,VER
2312,30210,Veracruz de Ignacio de la Llave,Uxpanapa,VER
2313,30211,Veracruz de Ignacio de la Llave,San Rafael,VER
2314,30212,Veracruz de Ignacio de la Llave,Santiago Sochiapan,VER
2315,31001,Yucatán,Abalá,YUC
2316,31002,Yucatán,Acanceh,YUC
2317,31003,Yucatán,Akil,YUC
2318,31004,Yucatán,Baca,YUC
2319,31005,Yucatán,Bokobá,YUC
2320,31006,Yucatán,Buctzotz,YUC
2321,31007,Yucatán,Cacalchén,YUC
2322,31008,Yucatán,Calotmul,YUC
2323,31009,Yucatán,Cansahcab,YUC
2324,31010,Yucatán,Cantamayec,YUC
2325,31011,Yucatán,Celestún,YUC
2326,31012,Yucatán,Cenotillo,YUC
2327,31013,Yucatán,Conkal,YUC
2328,31014,Yucatán,Cuncunul,YUC
2329,31015,Yucatán,Cuzamá,YUC
2330,31016,Yucatán,Chacsinkín,YUC
2331,31017,Yucatán,Chankom,YUC
2332,31018,Yucatán,Chapab,YUC
2333,31019,Yucatán,Chemax,YUC
2334,31020,Yucatán,Chicxulub Pueblo,YUC
2335,31021,Yucatán,Chichimilá,YUC
2336,31022,Yucatán,Chikindzonot,YUC
2337,31023,Yucatán,Chocholá,YUC
2338,31024,Yucatán,Chumayel,YUC
2339,31025,Yucatán,Dzan,YUC
2340,31026,Yucatán,Dzemul,YUC
2341,31027,Yucatán,Dzidzantún,YUC
2342,31028,Yucatán,Dzilam de Bravo,YUC
2343,31029,Yucatán,Dzilam González,YUC
2344,31030,Yucatán,Dzitás,YUC
2345,31031,Yucatán,Dzoncauich,YUC
2346,31032,Yucatán,Espita,YUC
2347,31033,Yucatán,Halachó,YUC
2348,31034,Yucatán,Hocabá,YUC
2349,31035,Yucatán,Hoctún,YUC
2350,31036,Yucatán,Homún,YUC
2351,31037,Yucatán,Huhí,YUC
2352,31038,Yucatán,Hunucmá,YUC
2353,31039,Yucatán,Ixil,YUC
2354,31040,Yucatán,Izamal,YUC
2355,31041,Yucatán,Kanasín,YUC
2356,31042,Yucatán,Kantunil,YUC
2357,31043,Yucatán,Kaua,YUC
2358,31044,Yucatán,Kinchil,YUC
2359,31045,Yucatán,Kopomá,YUC
2360,31046,Yucatán,Mama,YUC
2361,31047,Yucatán,Maní,YUC
2362,31048,Yucatán,Maxcanú,YUC
2363,31049,Yucatán,Mayapán,YUC
2364,31050,Yucatán,Mérida,YUC
2365,31051,Yucatán,Mocochá,YUC
2366,31052,Yucatán,Motul,YUC
2367,31053,Yucatán,Muna,YUC
2368,31054,Yucatán,Muxupip,YUC
2369,31055,Yucatán,Opichén,YUC
2370,31056,Yucatán,Oxkutzcab,YUC
2371,31057,Yucatán,Panabá,YUC
2372,31058,Yucatán,Peto,YUC
2373,31059,Yucatán,Progreso,YUC
2374,31060,Yucatán,Quintana Roo,YUC
2375,31061,Yucatán,Río Lagartos,YUC
2376,31062,Yucatán,Sacalum,YUC
2377,31063,Yucatán,Samahil,YUC
2378,31064,Yucatán,Sanahcat,YUC
2379,31065,Yucatán,San Felipe,YUC
2380,31066,Yucatán,Santa Elena,YUC
2381,31067,Yucatán,Seyé,YUC
2382,31068,Yucatán,Sinanché,YUC
2383,31069,Yucatán,Sotuta,YUC
2384,31070,Yucatán,Sucilá,YUC
2385,31071,Yucatán,Sudzal,YUC
2386,31072,Yucatán,Suma,YUC
2387,31073,Yucatán,Tahdziú,YUC
2388,31074,Yucatán,Tahmek,YUC
2389,31075,Yucatán,Teabo,YUC
2390,31076,Yucatán,Tecoh,YUC
2391,31077,Yucatán,Tekal de Venegas,YUC
2392,31078,Yucatán,Tekantó,YUC
2393,31079,Yucatán,Tekax,YUC
2394,31080,Yucatán,Tekit,YUC
2395,31081,Yucatán,Tekom,YUC
2396,31082,Yucatán,Telchac Pueblo,YUC
2397,31083,Yucatán,Telchac Puerto,YUC
2398,31084,Yucatán,Temax,YUC
2399,31085,Yucatán,Temozón,YUC
2400,31086,Yucatán,Tepakán,YUC
2401,31087,Yucatán,Tetiz,YUC
2402,31088,Yucatán,Teya,YUC
2403,31089,Yucatán,Ticul,YUC
2404,31090,Yucatán,Timucuy,YUC
2405,31091,Yucatán,Tinum,YUC
2406,31092,Yucatán,Tixcacalcupul,YUC
2407,31093,Yucatán,Tixkokob,YUC
2408,31094,Yucatán,Tixméhuac,YUC
2409,31095,Yucatán,Tixpéhual,YUC
2410,31096,Yucatán,Tizimín,YUC
2411,31097,Yucatán,Tunkás,YUC
2412,31098,Yucatán,Tzucacab,YUC
2413,31099,Yucatán,Uayma,YUC
2414,31100,Yucatán,Ucú,YUC
2415,31101,Yucatán,Umán,YUC
2416,31102,Yucatán,Valladolid,YUC
2417,31103,Yucatán,Xocchel,YUC
2418,31104,Yucatán,Yaxcabá,YUC
2419,31105,Yucatán,Yaxkukul,YUC
2420,31106,Yucatán,Yobaín,YUC
2421,32001,Zacatecas,Apozol,ZAC
2422,32002,Zacatecas,Apulco,ZAC
2423,32003,Zacatecas,Atolinga,ZAC
2424,32004,Zacatecas,Benito Juárez,ZAC
2425,32005,Zacatecas,Calera,ZAC
2426,32006,Zacatecas,Cañitas de Felipe Pescador,ZAC
2427,32007,Zacatecas,Concepción del Oro,ZAC
2428,32008,Zacatecas,Cuauhtémoc,ZAC
2429,32009,Zacatecas,Chalchihuites,ZAC
2430,32010,Zacatecas,Fresnillo,ZAC
2431,32011,Zacatecas,Trinidad García de la Cadena,ZAC
2432,32012,Zacatecas,Genaro Codina,ZAC
2433,32013,Zacatecas,General Enrique Estrada,ZAC
2434,32014,Zacatecas,General Francisco R. Murguía,ZAC
2435,32015,Zacatecas,El Plateado de Joaquín Amaro,ZAC
2436,32016,Zacatecas,General Pánfilo Natera,ZAC
2437,32017,Zacatecas,Guadalupe,ZAC
2438,32018,Zacatecas,Huanusco,ZAC
2439,32019,Zacatecas,Jalpa,ZAC
2440,32020,Zacatecas,Jerez,ZAC
2441,32021,Zacatecas,Jiménez del Teul,ZAC
2442,32022,Zacatecas,Juan Aldama,ZAC
2443,32023,Zacatecas,Juchipila,ZAC
2444,32024,Zacatecas,Loreto,ZAC
2445,32025,Zacatecas,Luis Moya,ZAC
2446,32026,Zacatecas,Mazapil,ZAC
2447,32027,Zacatecas,Melchor Ocampo,ZAC
2448,32028,Zacatecas,Mezquital del Oro,ZAC
2449,32029,Zacatecas,Miguel Auza,ZAC
2450,32030,Zacatecas,Momax,ZAC
2451,32031,Zacatecas,Monte Escobedo,ZAC
2452,32032,Zacatecas,Morelos,ZAC
2453,32033,Zacatecas,Moyahua de Estrada,ZAC
2454,32034,Zacatecas,Nochistlán de Mejía,ZAC
2455,32035,Zacatecas,Noria de Ángeles,ZAC
2456,32036,Zacatecas,Ojocaliente,ZAC
2457,32037,Zacatecas,Pánuco,ZAC
2458,32038,Zacatecas,Pinos,ZAC
2459,32039,Zacatecas,Río Grande,ZAC
2460,32040,Zacatecas,Sain Alto,ZAC
2461,32041,Zacatecas,El Salvador,ZAC
2462,32042,Zacatecas,Sombrerete,ZAC
2463,32043,Zacatecas,Susticacán,ZAC
2464,32044,Zacatecas,Tabasco,ZAC
2465,32045,Zacatecas,Tepechitlán,ZAC
2466,32046,Zacatecas,Tepetongo,ZAC
2467,32047,Zacatecas,Teúl de González Ortega,ZAC
2468,32048,Zacatecas,Tlaltenango de Sánchez Román,ZAC
2469,32049,Zacatecas,Valparaíso,ZAC
2470,32050,Zacatecas,Vetagrande,ZAC
2471,32051,Zacatecas,Villa de Cos,ZAC
2472,32052,Zacatecas,Villa García,ZAC
2473,32053,Zacatecas,Villa González Ortega,ZAC
2474,32054,Zacatecas,Villa Hidalgo,ZAC
2475,32055,Zacatecas,Villanueva,ZAC
2476,32056,Zacatecas,Zacatecas,ZAC
2477,32057,Zacatecas,Trancoso,ZAC
2478,32058,Zacatecas,Santa María de la Paz,ZAC
